Date,Open,High,Low,Close,Volume
2005-02-28,53.0208,54.0685,53.0208,53.6468,49338272.033102
2005-03-31,53.8126,54.9259,50.9161,51.9004,498298304.64685
2005-04-30,52.1466,52.5117,47.9999,48.9604,737231001.59467
2005-05-31,49.0933,52.4283,48.8155,52.1188,653171229.22247
2005-06-30,52.1188,54.9339,52.1019,54.1291,526079204.53032
2005-07-31,54.1291,57.9999,53.9049,57.6864,565536217.54095
2005-08-31,57.731,58.2202,54.5509,56.5284,601694328.38805
2005-09-30,56.4391,57.8481,54.4665,56.4153,586927384.28548
2005-10-31,56.4977,57.0176,51.8747,54.1936,927512291.61044
2005-11-30,54.4218,58.0783,54.0418,57.3133,663171225.53953
2005-12-31,57.5981,58.767,56.4728,56.6931,636959905.5271
2006-01-31,57.1108,62.232,56.1225,61.4779,714533962.44905
2006-02-28,61.6812,62.7758,59.7433,61.6724,741915660.97526
2006-03-31,61.833,64.7821,60.2246,64.5529,894538422.15949
2006-04-30,64.6809,65.7257,62.4105,64.7474,947778024.43523
2006-05-31,64.8228,66.2943,58.7243,61.07,1374802287.436
2006-06-30,61.0789,62.741,56.5472,60.951,1978947115.5837
2006-07-31,61.1782,61.7159,56.3776,59.2095,1478743353.4439
2006-08-31,58.7739,61.3845,56.9541,60.9837,1197902551.1428
2006-09-30,61.2457,62.5108,59.1827,61.1782,1042148511.1664
2006-10-31,61.1523,65.5571,60.0609,64.7731,1138145205.7199
2006-11-30,64.9607,67.2211,62.9633,66.338,1211115790.1472
2006-12-31,66.4064,67.7757,65.3,66.3022,1034379158.2766
2007-01-31,66.8569,67.7837,64.7414,67.4244,1114701781.1529
2007-02-28,67.6953,70.0927,65.8279,66.9809,1202250739.3107
2007-03-31,65.8279,68.9268,63.8583,67.5624,1835206290.8263
2007-04-30,67.6438,70.6712,67.2548,68.6062,1168123314.4531
2007-05-31,68.8176,71.7597,68.0883,71.5444,1804069342.822
2007-06-30,71.8351,72.37,69.1758,70.4896,2239861474.0651
2007-07-31,70.8497,72.8552,64.9439,65.5134,2540473581.368
2007-08-31,65.3159,68.0803,62.232,66.9055,3878973685.7261
2007-09-30,66.8569,69.7623,64.2532,68.0099,1809051145.2578
2007-10-31,68.0883,72.1338,66.5751,69.9468,2155327647.4357
2007-11-30,69.1441,69.1689,62.0225,65.0728,2569403161.958
2007-12-31,65.048,67.8452,62.3252,64.5082,1832599667.6338
2008-01-31,64.7057,65.0043,54.5439,60.2782,2951516364.2455
2008-02-29,60.6106,61.9273,57.8154,58.511,1990004894.6173
2008-03-31,58.113,59.8466,54.4665,58.0267,2367776948.1788
2008-04-30,59.02,61.7755,57.9762,60.6711,1511457325.8944
2008-05-31,60.7228,63.7432,60.3645,63.4465,1523920153.34
2008-06-30,63.3611,64.7731,58.5625,58.6717,2395480310.3988
2008-07-31,57.9831,61.595,54.8227,60.6017,3073544968.28
2008-08-31,60.7059,64.8089,59.3176,62.7668,2456567623.5723
2008-09-30,63.7342,73.1161,55.2752,57.7827,3599224121.8827
2008-10-31,57.093,57.2269,37.4541,45.675,3375014048.2679
2008-11-30,45.4428,46.9094,31.5421,40.2225,1958943940.3358
2008-12-31,39.1875,42.7568,35.2641,41.8399,2006000514.0919
2009-01-31,42.2665,44.1062,36.4201,37.7954,1637853328.6682
2009-02-28,37.1008,40.0806,32.8321,33.2677,1618197583.3862
2009-03-31,32.5106,37.7885,29.1121,35.7305,2072582516.2811
2009-04-30,35.1282,42.6892,34.9317,41.2287,1525784970.5276
2009-05-31,41.3398,43.6755,39.9853,42.6297,1357233448.9458
2009-06-30,43.6428,46.3537,41.6544,43.4037,1287814522.4533
2009-07-31,43.633,47.9572,40.167,47.2159,1192457426.4493
2009-08-31,47.7875,50.2871,46.4618,48.6022,1047866068.8113
2009-09-30,48.3165,53.2003,46.9094,51.188,1141074824.91
2009-10-31,51.0918,53.1259,47.5662,47.8619,1434476438.4471
2009-11-30,48.119,51.5631,47.0196,49.3593,1467567725.9901
2009-12-31,49.8247,54.0497,49.6758,53.0575,1343024613.1606
2010-01-31,53.7788,55.1294,50.9578,51.0759,1374949086.7576
2010-02-28,51.3131,53.9147,49.2859,53.3591,1391573324.8647
2010-03-31,53.7541,58.9386,53.7541,57.608,1576862848.3843
2010-04-30,58.0614,63.4365,57.2626,60.8804,1630219072.5948
2010-05-31,61.2625,62.2915,52.4363,56.2903,2543995398.5192
2010-06-30,55.7405,57.7827,51.579,51.9333,2060665927.3539
2010-07-31,52.0037,57.1595,49.8425,55.2483,1765512392.7492
2010-08-31,56.2238,56.5374,49.9645,51.1295,1543482967.9113
2010-09-30,52.0295,58.25,51.8479,57.355,1420283569.144
2010-10-31,57.8958,60.803,56.4897,59.7335,1245487667.5604
2010-11-30,60.043,62.9216,58.892,61.8172,1149488517.0127
2010-12-31,62.9791,67.3639,61.8649,66.4848,1010803193.6668
2011-01-31,67.0752,68.5705,65.3834,66.2338,1186763305.0565
2011-02-28,66.7785,71.1792,66.5929,69.9071,1024344950.3728
2011-03-31,70.174,71.7775,65.9123,71.6704,1808191743.789
2011-04-30,72.2152,73.8088,69.3395,73.5576,1169150574.1093
2011-05-31,73.902,73.9179,68.766,72.239,1550291652.1487
2011-06-30,72.1318,72.223,65.7624,70.4976,1745370116.7188
2011-07-31,70.568,73.4218,66.7349,68.1012,1493660806.5582
2011-08-31,68.9138,69.1719,54.4526,62.0494,2766649472.2886
2011-09-30,62.0891,62.8839,54.2243,55.1274,1956319536.6318
2011-10-31,54.7076,65.9906,51.5184,63.4554,2044284258.2353
2011-11-30,61.0274,64.8476,57.1178,63.2173,1430039563.3894
2011-12-31,62.9891,64.7523,60.5104,63.5437,1280785505.1968
2012-01-31,65.2118,68.8474,63.2123,68.0843,1074742554.1019
2012-02-29,68.7145,71.7775,68.4664,69.8277,1092480577.0366
2012-03-31,70.1145,73.1618,67.5545,71.5623,1262618536.8694
2012-04-30,71.3301,72.5902,67.5267,70.4172,1205065238.1793
2012-05-31,70.4816,71.7011,64.3058,65.7724,1408025258.3968
2012-06-30,64.2969,69.2404,63.0347,69.0955,1281278592.6536
2012-07-31,69.412,71.0761,66.1911,68.0496,1080947376.1693
2012-08-31,68.5318,71.8332,66.2209,70.4549,921085272.10491
2012-09-30,70.5035,75.5214,69.9577,72.752,928263748.25178
2012-10-31,73.2015,74.3267,70.1274,71.1683,844208017.13397
2012-11-30,71.336,72.3223,66.3757,71.5623,1000666772.2607
2012-12-31,72.1119,74.414,70.9698,74.1571,852471602.33474
2013-01-31,75.9352,79.3565,75.6712,78.7869,871228309.60555
2013-02-28,79.1025,81.5126,78.0893,79.5787,663014463.16526
2013-03-31,79.0509,83.5349,78.4595,83.2829,734463907.34555
2013-04-30,83.142,83.4198,78.6084,82.9931,1193556314.0643
2013-05-31,82.7381,88.532,80.9263,86.2547,1016145174.6641
2013-06-30,86.5584,88.0179,82.757,85.7784,1129559314.8605
2013-07-31,86.1158,93.012,86.1069,91.8282,779287814.02388
2013-08-31,92.7343,93.5548,89.0251,89.16,724392686.18735
2013-09-30,90.2327,95.4719,88.6977,94.7009,779987456.94649
2013-10-31,94.6533,99.1572,91.4809,96.9524,993300786.94897
2013-11-30,97.1459,101.41,95.1623,100.804,843331962.87528
2013-12-31,100.973,103.374,97.0783,102.829,834337126.29734
2014-01-31,102.6,104.674,98.9785,100.01,893414023.24431
2014-02-28,99.7327,105.815,95.6455,104.823,958190020.08698
2014-03-31,103.88,107.513,101.648,103.98,1172515084.6774
2014-04-30,104.247,105.895,97.118,100.09,1249035965.5097
2014-05-31,99.9018,101.787,96.0375,100.864,1229871867.5467
2014-06-30,101.062,106.302,99.316,106.212,884068285.85757
2014-07-31,106.599,108.167,99.6432,99.7725,990585054.92682
2014-08-31,99.7427,104.982,98.5866,104.614,768952624.37706
2014-09-30,105.011,105.696,98.3644,98.4041,863003536.57167
2014-10-31,98.3455,105.269,93.1907,104.932,1576578865.1046
2014-11-30,105.091,106.857,102.878,105.041,625865878.15486
